9142,Angelica Flores,France,Married,Female,50,50 and above,4,Low Value Customer,1,1,4,2013-11-08,2013-11-08,0,New Customer,84,4,3,1,431,Potential Loyalists
18084,Toni Sullivan,Australia,Single,Female,58,50 and above,4,Low Value Customer,1,1,4,2013-09-26,2013-09-26,0,New Customer,127,4,3,1,431,Potential Loyalists
12605,Troy Kovar,Germany,Single,Male,54,50 and above,4,Low Value Customer,1,1,4,2013-09-26,2013-09-26,0,New Customer,127,4,3,1,431,Potential Loyalists
13563,Ricky Rubio,Germany,Single,Male,54,50 and above,4,Low Value Customer,1,1,4,2013-10-03,2013-10-03,0,New Customer,120,4,3,1,431,Potential Loyalists
18270,Vanessa Griffin,United States,Married,Female,49,40-49,4,Low Value Customer,1,1,4,2013-10-05,2013-10-05,0,New Customer,118,4,3,1,431,Potential Loyalists
6819,Dale Yuan,Germany,Married,Male,43,40-49,4,Low Value Customer,1,1,4,2013-09-16,2013-09-16,0,New Customer,137,3,3,1,331,Potential Loyalists
18052,Michele She,United States,Single,Female,29,20-29,4,Low Value Customer,1,1,4,2013-09-03,2013-09-03,0,New Customer,150,3,2,1,321,Promising
8482,Darren Suarez,France,Married,Male,41,40-49,4,Low Value Customer,1,1,4,2013-09-04,2013-09-04,0,New Customer,149,3,2,1,321,Promising
15792,Kelvin Nath,United States,Single,Male,31,30-39,4,Low Value Customer,1,1,4,2013-08-20,2013-08-20,0,New Customer,164,3,2,1,321,Promising
16166,Bruce Patel,United Kingdom,Single,Male,37,30-39,4,Low Value Customer,1,1,4,2013-08-12,2013-08-12,0,New Customer,172,3,2,1,321,Promising
12635,Ernest Li,Germany,Married,Male,54,50 and above,4,Low Value Customer,1,1,4,2013-08-13,2013-08-13,0,New Customer,171,3,2,1,321,Promising
9841,Alison Xie,France,Single,Female,51,50 and above,4,Low Value Customer,1,1,4,2013-08-24,2013-08-24,0,New Customer,160,3,2,1,321,Promising
12917,Ruben Serrano,Germany,Married,Male,40,40-49,4,Low Value Customer,1,1,4,2013-08-30,2013-08-30,0,New Customer,154,3,2,1,321,Promising
14314,Trevor Coleman,United Kingdom,Single,Male,38,30-39,4,Low Value Customer,1,1,4,2013-07-25,2013-07-25,0,New Customer,190,3,2,1,321,Promising
13130,Jamie Gutierrez,Germany,Single,Male,35,30-39,4,Low Value Customer,1,1,4,2013-07-29,2013-07-29,0,New Customer,186,3,2,1,321,Promising
13536,David Shepard,France,Married,Female,51,50 and above,4,Low Value Customer,1,1,4,2013-07-14,2013-07-14,0,New Customer,201,3,2,1,321,Promising
11569,Autumn Wu,Germany,Single,Female,72,50 and above,4,Low Value Customer,1,1,4,2013-07-17,2013-07-17,0,New Customer,198,3,2,1,321,Promising
9796,Emmanuel Subram,France,Single,Male,47,40-49,4,Low Value Customer,1,1,4,2013-07-09,2013-07-09,0,New Customer,206,3,2,1,321,Promising
14478,Holly Raman,United Kingdom,Married,Female,75,50 and above,4,Low Value Customer,1,1,4,2013-06-21,2013-06-21,0,New Customer,224,2,2,1,221,About to Sleep
16731,Isabella Cox,United States,Single,Female,30,30-39,4,Low Value Customer,1,1,4,2013-05-06,2013-05-06,0,New Customer,270,2,1,1,211,About to Sleep
12954,Shane Mehta,Germany,Single,Male,32,30-39,4,Low Value Customer,1,1,4,2013-05-03,2013-05-03,0,New Customer,273,2,1,1,211,About to Sleep
13109,Tonya Lal,Germany,Single,Female,32,30-39,4,Low Value Customer,1,1,4,2013-04-26,2013-04-26,0,New Customer,280,2,1,1,211,About to Sleep
16222,Matthew Jones,United States,Single,Male,51,50 and above,4,Low Value Customer,1,1,4,2013-04-29,2013-04-29,0,New Customer,277,2,1,1,211,About to Sleep
13573,Carolyn Martinez,Germany,Married,Female,53,50 and above,4,Low Value Customer,1,1,4,2013-04-16,2013-04-16,0,New Customer,290,2,1,1,211,About to Sleep
6821,Emma Morris,United Kingdom,Married,Female,43,40-49,4,Low Value Customer,1,1,4,2013-04-18,2013-04-18,0,New Customer,288,2,1,1,211,About to Sleep
11711,Trisha Zhao,Germany,Married,Female,34,30-39,4,Low Value Customer,1,1,4,2013-04-18,2013-04-18,0,New Customer,288,2,1,1,211,About to Sleep
13079,Neil Martin,Germany,Married,Male,33,30-39,4,Low Value Customer,1,1,4,2013-04-08,2013-04-08,0,New Customer,298,1,1,1,111,Lost
16165,Micheal Carlson,United Kingdom,Single,Male,37,30-39,4,Low Value Customer,1,1,4,2013-05-12,2013-05-12,0,New Customer,264,2,1,1,211,About to Sleep
18154,Pedro Arun,United States,Single,Male,43,40-49,4,Low Value Customer,1,1,4,2013-05-14,2013-05-14,0,New Customer,262,2,1,1,211,About to Sleep
13692,Meredith Carlson,Germany,Married,Female,29,20-29,4,Low Value Customer,1,1,4,2013-05-27,2013-05-27,0,New Customer,249,2,2,1,221,About to Sleep
12612,Dave Natsuhara,France,Married,Male,65,50 and above,4,Low Value Customer,1,1,4,2013-06-14,2013-06-14,0,New Customer,231,2,2,1,221,About to Sleep
16807,Krista Sanz,United Kingdom,Single,Female,41,40-49,4,Low Value Customer,1,1,4,2013-02-19,2013-02-19,0,New Customer,346,1,1,1,111,Lost
15912,Kristi Gomez,United Kingdom,Single,Female,70,50 and above,4,Low Value Customer,1,1,4,2013-02-22,2013-02-22,0,New Customer,343,1,1,1,111,Lost
12624,Jocelyn Griffin,France,Married,Female,52,50 and above,4,Low Value Customer,1,1,4,2013-02-22,2013-02-22,0,New Customer,343,1,1,1,111,Lost
9179,Deborah Anand,France,Single,Female,29,20-29,4,Low Value Customer,1,1,4,2013-03-21,2013-03-21,0,New Customer,316,1,1,1,111,Lost
16930,Ross Madan,United Kingdom,Single,Male,53,50 and above,4,Low Value Customer,1,1,4,2013-03-23,2013-03-23,0,New Customer,314,1,1,1,111,Lost
9949,Xavier White,France,Single,Male,33,30-39,4,Low Value Customer,1,1,4,2013-03-24,2013-03-24,0,New Customer,313,1,1,1,111,Lost
8517,Kaitlyn Griffin,France,Single,Female,34,30-39,4,Low Value Customer,1,1,4,2013-03-24,2013-03-24,0,New Customer,313,1,1,1,111,Lost
9943,Tasha Sharma,France,Single,Female,28,20-29,4,Low Value Customer,1,1,4,2013-03-25,2013-03-25,0,New Customer,312,1,1,1,111,Lost
13121,Kaitlyn Allen,Germany,Single,Female,32,30-39,4,Low Value Customer,1,1,4,2013-03-25,2013-03-25,0,New Customer,312,1,1,1,111,Lost
9143,Lydia Lopez,France,Married,Female,52,50 and above,4,Low Value Customer,1,1,4,2013-01-31,2013-01-31,0,New Customer,365,1,1,1,111,Lost
16332,Julia Richardson,United Kingdom,Married,Female,59,50 and above,4,Low Value Customer,1,1,4,2013-02-02,2013-02-02,0,New Customer,363,1,1,1,111,Lost
13562,Megan Sherman,Germany,Single,Male,54,50 and above,4,Low Value Customer,1,1,4,2013-02-07,2013-02-07,0,New Customer,358,1,1,1,111,Lost
14548,Carla Suri,United Kingdom,Single,Female,70,50 and above,4,Low Value Customer,1,1,4,2013-02-10,2013-02-10,0,New Customer,355,1,1,1,111,Lost
6650,Ronald Mehta,United Kingdom,Single,Male,37,30-39,4,Low Value Customer,1,1,4,2013-02-14,2013-02-14,0,New Customer,351,1,1,1,111,Lost
9147,Mackenzie Hall,France,Married,Female,63,50 and above,4,Low Value Customer,1,1,4,2013-02-15,2013-02-15,0,New Customer,350,1,1,1,111,Lost
7112,Timothy Morris,United States,Married,Male,52,50 and above,5,Low Value Customer,1,1,5,2013-02-15,2013-02-15,0,New Customer,350,1,1,1,111,Lost
6015,Michael Harris,United States,Single,Male,41,40-49,5,Low Value Customer,1,1,5,2013-02-11,2013-02-11,0,New Customer,354,1,1,1,111,Lost
18291,Troy Garcia,Australia,Single,Male,45,40-49,5,Low Value Customer,1,1,5,2013-02-12,2013-02-12,0,New Customer,353,1,1,1,111,Lost
1838,Nicole Anderson,Germany,Married,Female,75,50 and above,5,Low Value Customer,1,1,5,2013-02-10,2013-02-10,0,New Customer,355,1,1,1,111,Lost
11560,Stacy Vazquez,United Kingdom,Single,Female,46,40-49,5,Low Value Customer,1,1,5,2013-02-13,2013-02-13,0,New Customer,352,1,1,1,111,Lost
6166,Isaac Gonzalez,United States,Single,Male,58,50 and above,5,Low Value Customer,1,1,5,2013-02-13,2013-02-13,0,New Customer,352,1,1,1,111,Lost
13416,Kaylee Ward,Canada,Married,Female,48,40-49,5,Low Value Customer,1,1,5,2013-02-10,2013-02-10,0,New Customer,355,1,1,1,111,Lost
6631,Gilbert Zhang,Germany,Married,Male,36,30-39,5,Low Value Customer,1,1,5,2013-02-07,2013-02-07,0,New Customer,358,1,1,1,111,Lost
6369,Alisha Xie,United States,Single,Female,35,30-39,5,Low Value Customer,1,1,5,2013-02-08,2013-02-08,0,New Customer,357,1,1,1,111,Lost
8328,Candace Gonzalez,France,Married,Female,42,40-49,5,Low Value Customer,1,1,5,2013-02-09,2013-02-09,0,New Customer,356,1,1,1,111,Lost
4415,Isaac Richardson,United States,Married,Male,69,50 and above,5,Low Value Customer,1,1,5,2013-02-09,2013-02-09,0,New Customer,356,1,1,1,111,Lost
11492,Jerry Nara,Germany,Single,Male,33,30-39,5,Low Value Customer,1,1,5,2013-02-08,2013-02-08,0,New Customer,357,1,1,1,111,Lost
7570,Emma Bryant,United States,Married,Female,43,40-49,5,Low Value Customer,1,1,5,2013-02-06,2013-02-06,0,New Customer,359,1,1,1,111,Lost
6686,Diana Torres,United States,Single,Female,51,50 and above,5,Low Value Customer,1,1,5,2013-02-01,2013-02-01,0,New Customer,364,1,1,1,111,Lost
9131,Jordan Nelson,Canada,Married,Male,37,30-39,5,Low Value Customer,1,1,5,2013-01-31,2013-01-31,0,New Customer,365,1,1,1,111,Lost
12071,Natalie Hall,Canada,Married,Female,68,50 and above,5,Low Value Customer,1,1,5,2013-02-03,2013-02-03,0,New Customer,362,1,1,1,111,Lost
17534,Clayton Sun,Australia,Single,Male,38,30-39,5,Low Value Customer,1,1,5,2013-02-03,2013-02-03,0,New Customer,362,1,1,1,111,Lost
7103,Nicholas Lewis,United States,Married,Male,59,50 and above,5,Low Value Customer,1,1,5,2013-02-04,2013-02-04,0,New Customer,361,1,1,1,111,Lost
10869,Aimee Ma,Germany,Married,Female,62,50 and above,5,Low Value Customer,1,1,5,2013-02-05,2013-02-05,0,New Customer,360,1,1,1,111,Lost
17275,William Rodriguez,United States,Single,Male,49,40-49,5,Low Value Customer,1,1,5,2013-01-30,2013-01-30,0,New Customer,366,1,1,1,111,Lost
18288,Suzanne Lin,Australia,Married,Female,45,40-49,5,Low Value Customer,1,1,5,2013-01-31,2013-01-31,0,New Customer,365,1,1,1,111,Lost
14802,Colin Raji,United Kingdom,Married,Male,59,50 and above,5,Low Value Customer,1,1,5,2013-01-31,2013-01-31,0,New Customer,365,1,1,1,111,Lost
8934,Nichole Deng,United Kingdom,Married,Female,51,50 and above,5,Low Value Customer,1,1,5,2013-03-24,2013-03-24,0,New Customer,313,1,1,1,111,Lost
10852,Stuart Railson,Germany,Married,Male,57,50 and above,5,Low Value Customer,1,1,5,2013-03-25,2013-03-25,0,New Customer,312,1,1,1,111,Lost
11815,Edwin Kumar,France,Married,Male,63,50 and above,5,Low Value Customer,1,1,5,2013-03-24,2013-03-24,0,New Customer,313,1,1,1,111,Lost
11773,Erin Watson,Canada,Married,Female,58,50 and above,5,Low Value Customer,1,1,5,2013-03-23,2013-03-23,0,New Customer,314,1,1,1,111,Lost
13996,Melissa Peterson,Canada,Single,Female,55,50 and above,5,Low Value Customer,1,1,5,2013-03-21,2013-03-21,0,New Customer,316,1,1,1,111,Lost
7424,Christian Jones,United States,Single,Male,54,50 and above,5,Low Value Customer,1,1,5,2013-03-25,2013-03-25,0,New Customer,312,1,1,1,111,Lost
15450,Jared Gray,Canada,Married,Male,55,50 and above,5,Low Value Customer,1,1,5,2013-03-27,2013-03-27,0,New Customer,310,1,1,1,111,Lost
10115,Savannah Murphy,Germany,Married,Female,31,30-39,5,Low Value Customer,1,1,5,2013-03-28,2013-03-28,0,New Customer,309,1,1,1,111,Lost
12977,Rachael Arun,United Kingdom,Single,Female,51,50 and above,5,Low Value Customer,1,1,5,2013-03-30,2013-03-30,0,New Customer,307,1,1,1,111,Lost
10846,Cameron Miller,France,Married,Male,55,50 and above,5,Low Value Customer,1,1,5,2013-03-29,2013-03-29,0,New Customer,308,1,1,1,111,Lost
6105,Clifford Rodriguez,Germany,Single,Male,31,30-39,5,Low Value Customer,1,1,5,2013-03-29,2013-03-29,0,New Customer,308,1,1,1,111,Lost
4424,Jack Long,United States,Single,Male,30,30-39,5,Low Value Customer,1,1,5,2013-03-10,2013-03-10,0,New Customer,327,1,1,1,111,Lost
8464,Cassandra Chandra,France,Married,Female,43,40-49,5,Low Value Customer,1,1,5,2013-03-09,2013-03-09,0,New Customer,328,1,1,1,111,Lost
6276,Ian Sanders,United States,Married,Male,50,50 and above,5,Low Value Customer,1,1,5,2013-03-10,2013-03-10,0,New Customer,327,1,1,1,111,Lost
11555,Gilbert Xu,United Kingdom,Married,Male,40,40-49,5,Low Value Customer,1,1,5,2013-03-11,2013-03-11,0,New Customer,326,1,1,1,111,Lost
6450,Jackson Adams,United States,Married,Male,72,50 and above,5,Low Value Customer,1,1,5,2013-03-12,2013-03-12,0,New Customer,325,1,1,1,111,Lost
5861,Haley Rogers,United States,Married,Female,47,40-49,5,Low Value Customer,1,1,5,2013-03-12,2013-03-12,0,New Customer,325,1,1,1,111,Lost
5979,Jeremy Rivera,United States,Married,Male,43,40-49,5,Low Value Customer,1,1,5,2013-03-12,2013-03-12,0,New Customer,325,1,1,1,111,Lost
7553,Kelsey Goel,United States,Married,Female,38,30-39,5,Low Value Customer,1,1,5,2013-03-17,2013-03-17,0,New Customer,320,1,1,1,111,Lost
6432,Grace Kelly,United States,Married,Female,47,40-49,5,Low Value Customer,1,1,5,2013-03-17,2013-03-17,0,New Customer,320,1,1,1,111,Lost
6489,Jason Adams,United States,Single,Male,31,30-39,5,Low Value Customer,1,1,5,2013-03-17,2013-03-17,0,New Customer,320,1,1,1,111,Lost
16837,Pedro Navarro,France,Married,Male,34,30-39,5,Low Value Customer,1,1,5,2013-03-17,2013-03-17,0,New Customer,320,1,1,1,111,Lost
16927,Eduardo Mitchell,France,Single,Male,53,50 and above,5,Low Value Customer,1,1,5,2013-03-17,2013-03-17,0,New Customer,320,1,1,1,111,Lost
6170,Emily Taylor,United States,Married,Female,57,50 and above,5,Low Value Customer,1,1,5,2013-03-19,2013-03-19,0,New Customer,318,1,1,1,111,Lost
15489,Julia Rodriguez,Canada,Married,Female,61,50 and above,5,Low Value Customer,1,1,5,2013-02-23,2013-02-23,0,New Customer,342,1,1,1,111,Lost
3910,Benjamin Bryant,United States,Married,Male,52,50 and above,5,Low Value Customer,1,1,5,2013-02-24,2013-02-24,0,New Customer,341,1,1,1,111,Lost
3405,Rachel Davis,United States,Single,Female,58,50 and above,5,Low Value Customer,1,1,5,2013-02-22,2013-02-22,0,New Customer,343,1,1,1,111,Lost
6112,Jenny Chande,Germany,Married,Female,39,30-39,5,Low Value Customer,1,1,5,2013-02-23,2013-02-23,0,New Customer,342,1,1,1,111,Lost
12677,Brandon Diaz,Canada,Single,Male,68,50 and above,5,Low Value Customer,1,1,5,2013-02-25,2013-02-25,0,New Customer,340,1,1,1,111,Lost
17004,Julia Sanchez,United States,Married,Female,69,50 and above,5,Low Value Customer,1,1,5,2013-02-20,2013-02-20,0,New Customer,345,1,1,1,111,Lost
17249,Eric Scott,Canada,Single,Male,46,40-49,5,Low Value Customer,1,1,5,2013-02-21,2013-02-21,0,New Customer,344,1,1,1,111,Lost
12771,Jamie Carlson,United Kingdom,Single,Male,38,30-39,5,Low Value Customer,1,1,5,2013-02-21,2013-02-21,0,New Customer,344,1,1,1,111,Lost
6138,Jason Washington,United States,Single,Male,62,50 and above,5,Low Value Customer,1,1,5,2013-02-21,2013-02-21,0,New Customer,344,1,1,1,111,Lost
16808,Shaun Kumar,France,Single,Male,74,50 and above,5,Low Value Customer,1,1,5,2013-02-17,2013-02-17,0,New Customer,348,1,1,1,111,Lost
13895,Jaime Jai,Australia,Single,Male,29,20-29,5,Low Value Customer,1,1,5,2013-02-17,2013-02-17,0,New Customer,348,1,1,1,111,Lost
13065,Stanley Fernandez,United Kingdom,Married,Male,42,40-49,5,Low Value Customer,1,1,5,2013-02-18,2013-02-18,0,New Customer,347,1,1,1,111,Lost
5040,Steve Yang,Germany,Married,Male,48,40-49,5,Low Value Customer,1,1,5,2013-02-18,2013-02-18,0,New Customer,347,1,1,1,111,Lost
18231,Kaitlyn Diaz,Canada,Single,Female,45,40-49,5,Low Value Customer,1,1,5,2013-02-27,2013-02-27,0,New Customer,338,1,1,1,111,Lost
14784,Omar Sun,United Kingdom,Single,Male,62,50 and above,5,Low Value Customer,1,1,5,2013-02-27,2013-02-27,0,New Customer,338,1,1,1,111,Lost
5382,Kayla Davis,United States,Single,Female,51,50 and above,5,Low Value Customer,1,1,5,2013-02-28,2013-02-28,0,New Customer,337,1,1,1,111,Lost
17920,Krystal Wagner,France,Married,Female,62,50 and above,5,Low Value Customer,1,1,5,2013-03-02,2013-03-02,0,New Customer,335,1,1,1,111,Lost
16996,Carlos Stewart,United States,Single,Male,72,50 and above,5,Low Value Customer,1,1,5,2013-03-02,2013-03-02,0,New Customer,335,1,1,1,111,Lost
4421,Nathan Hernandez,United States,Married,Male,40,40-49,5,Low Value Customer,1,1,5,2013-03-02,2013-03-02,0,New Customer,335,1,1,1,111,Lost
6591,Garrett Cox,United States,Married,Male,33,30-39,5,Low Value Customer,1,1,5,2013-03-03,2013-03-03,0,New Customer,334,1,1,1,111,Lost
3789,Gerald Rana,France,Single,Male,42,40-49,5,Low Value Customer,1,1,5,2013-03-03,2013-03-03,0,New Customer,334,1,1,1,111,Lost
11918,Maurice She,Australia,Single,Male,43,40-49,5,Low Value Customer,1,1,5,2013-03-03,2013-03-03,0,New Customer,334,1,1,1,111,Lost
13896,Dalton Henderson,Australia,Married,Male,34,30-39,5,Low Value Customer,1,1,5,2013-03-03,2013-03-03,0,New Customer,334,1,1,1,111,Lost
12443,Todd She,United Kingdom,Single,Male,36,30-39,5,Low Value Customer,1,1,5,2013-03-04,2013-03-04,0,New Customer,333,1,1,1,111,Lost
7124,Emily Hughes,United States,Married,Female,50,50 and above,5,Low Value Customer,1,1,5,2013-03-03,2013-03-03,0,New Customer,334,1,1,1,111,Lost
14805,Nelson Torres,United Kingdom,Married,Male,54,50 and above,5,Low Value Customer,1,1,5,2013-03-05,2013-03-05,0,New Customer,332,1,1,1,111,Lost
16208,Taylor Morris,United States,Single,Female,48,40-49,5,Low Value Customer,1,1,5,2013-03-06,2013-03-06,0,New Customer,331,1,1,1,111,Lost
3630,Blake Hernandez,United States,Married,Male,47,40-49,5,Low Value Customer,1,1,5,2013-03-07,2013-03-07,0,New Customer,330,1,1,1,111,Lost
11495,Jon Andersen,Germany,Single,Male,45,40-49,5,Low Value Customer,1,1,5,2013-03-07,2013-03-07,0,New Customer,330,1,1,1,111,Lost
15027,Cindy Srini,Australia,Single,Female,42,40-49,5,Low Value Customer,1,1,5,2013-03-07,2013-03-07,0,New Customer,330,1,1,1,111,Lost
6684,Jenna Evans,United States,Single,Female,34,30-39,5,Low Value Customer,1,1,5,2013-03-08,2013-03-08,0,New Customer,329,1,1,1,111,Lost
8215,Cassidy Powell,United States,Single,Female,53,50 and above,5,Low Value Customer,1,1,5,2013-03-08,2013-03-08,0,New Customer,329,1,1,1,111,Lost
7425,Samuel Williams,United States,Single,Male,54,50 and above,5,Low Value Customer,1,1,5,2013-03-08,2013-03-08,0,New Customer,329,1,1,1,111,Lost
13465,Joanna Torres,Australia,Single,Female,42,40-49,5,Low Value Customer,1,1,5,2013-06-14,2013-06-14,0,New Customer,231,2,2,1,221,About to Sleep
17252,Joe Rubio,United States,Married,Male,46,40-49,5,Low Value Customer,1,1,5,2013-06-14,2013-06-14,0,New Customer,231,2,2,1,221,About to Sleep
11517,Adrienne Ortega,Germany,Single,Female,30,30-39,5,Low Value Customer,1,1,5,2013-06-13,2013-06-13,0,New Customer,232,2,2,1,221,About to Sleep
14467,Janet Young,France,Single,Female,43,40-49,5,Low Value Customer,1,1,5,2013-06-13,2013-06-13,0,New Customer,232,2,2,1,221,About to Sleep
13882,Tasha Ashe,United Kingdom,Married,Female,61,50 and above,5,Low Value Customer,1,1,5,2013-06-12,2013-06-12,0,New Customer,233,2,2,1,221,About to Sleep
6457,Trevor Wood,United States,Married,Male,55,50 and above,5,Low Value Customer,1,1,5,2013-06-12,2013-06-12,0,New Customer,233,2,2,1,221,About to Sleep
3900,Rodney Dominguez,United States,Married,Male,52,50 and above,5,Low Value Customer,1,1,5,2013-06-13,2013-06-13,0,New Customer,232,2,2,1,221,About to Sleep
9089,Jose Lewis,United States,Married,Male,49,40-49,5,Low Value Customer,1,1,5,2013-06-07,2013-06-07,0,New Customer,238,2,2,1,221,About to Sleep
6377,Jaclyn She,United States,Single,Female,30,30-39,5,Low Value Customer,1,1,5,2013-06-08,2013-06-08,0,New Customer,237,2,2,1,221,About to Sleep
6169,Jada Perez,United States,Single,Female,52,50 and above,5,Low Value Customer,1,1,5,2013-06-09,2013-06-09,0,New Customer,236,2,2,1,221,About to Sleep
17346,Diana Serrano,United States,Married,Female,31,30-39,5,Low Value Customer,1,1,5,2013-06-10,2013-06-10,0,New Customer,235,2,2,1,221,About to Sleep
7100,Marcus Edwards,United States,Married,Male,53,50 and above,5,Low Value Customer,1,1,5,2013-06-10,2013-06-10,0,New Customer,235,2,2,1,221,About to Sleep
10839,Gerald Ruiz,Germany,Married,Male,63,50 and above,5,Low Value Customer,1,1,5,2013-06-11,2013-06-11,0,New Customer,234,2,2,1,221,About to Sleep
12563,Warren Luo,Australia,Single,Male,70,50 and above,5,Low Value Customer,1,1,5,2013-05-29,2013-05-29,0,New Customer,247,2,2,1,221,About to Sleep
6542,Kristen Zeng,United States,Married,Female,46,40-49,5,Low Value Customer,1,1,5,2013-05-30,2013-05-30,0,New Customer,246,2,2,1,221,About to Sleep
17086,Jeremiah Evans,United States,Married,Male,29,20-29,5,Low Value Customer,1,1,5,2013-06-02,2013-06-02,0,New Customer,243,2,2,1,221,About to Sleep
9968,Casey Rowe,Germany,Married,Male,52,50 and above,5,Low Value Customer,1,1,5,2013-06-02,2013-06-02,0,New Customer,243,2,2,1,221,About to Sleep
3593,Jessica Thompson,United States,Married,Female,42,40-49,5,Low Value Customer,1,1,5,2013-06-02,2013-06-02,0,New Customer,243,2,2,1,221,About to Sleep
13650,Aaron Washington,Canada,Married,Male,56,50 and above,5,Low Value Customer,1,1,5,2013-06-04,2013-06-04,0,New Customer,241,2,2,1,221,About to Sleep
